School Id,Org Name,Telephone,Fax,Email^,Principal*,URL,Physical Address Line1,Physical Address Suburb,Physical Address City,Postal Address Line1,Postal Address Suburb,Postal Address City,Postal Address Postal Code,Urban Area,Org Type,Definition,Authority,CoEd Status,Territorial Authority,Regional Council,Local Office Name,Education Region,General Electorate,Māori Electorate,Area Unit,Ward,Col Id,Col Name,Latitude,Longitude,Decile,Total,European,Māori,Pacific,Asian,MELAA,Other,International,IsolationIndex,SchoolDonations
1687,Aria School,07 877 7857,07 877 7578,office@aria.school.nz,Pamela Voyce,http://www.aria.school.nz,Barclay Road,,Aria,Barclay Road RD 1,,Aria,3979,Rural Area,Contributing,Not Applicable,State,Co-Educational,Waitomo District,Waikato Region,Hamilton,Waikato,Taranaki-King Country,Te Tai Hauauru,Mokauiti,Waitomo Rural Ward,99106,Waitomo Arotahi Kāhui Ako,-38.564011,174.986676,5,48,22,25,1,0,0,0,0,2.07,Donations should not be requested unless for a school camp
1688,Arohena School,07 872 4526,07 872 4527,admin@arohena.school.nz,Lisa Bates,http://arohena.school.nz,40 Pukewhau Road,,Te Awamutu,40 Pukewhau Road RD 7,,Te Awamutu,3877,Rural Area,Full Primary,Not Applicable,State,Co-Educational,Otorohanga District,Waikato Region,Hamilton,Waikato,Taranaki-King Country,Te Tai Hauauru,Otorohanga Rural East,Wharepuhunga Ward,,,-38.19261,175.613423,7,32,18,11,0,3,0,0,0,1.29,Donations should not be requested unless for a school camp
1689,Ashbrook School,07 315 7048,07 315 5833,,Florence Collins-Bramley  (Acting),http://www.ashbrook.school.nz/,150 Wellington Street,,Opotiki,150 Wellington Street,,Opotiki,3122,Minor Urban Area,Full Primary,Not Applicable,State,Co-Educational,Opotiki District,Bay of Plenty Region,Rotorua,Bay of Plenty/Waiariki,East Coast,Waiariki,Opotiki,Opotiki Ward,99037,Ōpōtiki Community of Learning,-38.0147,177.293763,1,117,0,112,5,0,0,0,0,2.57,Donations should not be requested unless for a school camp
1691,Awakeri School,07 304 9506,07 304 9506,,Craig McDonald-Brown,http://awakeri.school.freeservers.com,974 State Highway 30,,Whakatane,State Highway 30 RD 2,,Whakatane,3192,Rural Area,Full Primary,Not Applicable,State,Co-Educational,Whakatane District,Bay of Plenty Region,Rotorua,Bay of Plenty/Waiariki,East Coast,Waiariki,Otakiri,Rangitaiki Ward,,,-37.995006,176.897388,6,357,262,85,1,8,1,0,0,1.54,Donations should not be requested unless for a school camp
1693,Bankwood School,07 855 7763,07 853 7090,schooladmin@bankwood.school.nz,Kay Cleaver,http://www.bankwood.school.nz,152 Bankwood Road,Chartwell,Hamilton,P O Box 12196,Chartwell Square,Hamilton,3248,Main Urban Area,Contributing,Not Applicable,State,Co-Educational,Hamilton City,Waikato Region,Hamilton,Waikato,Hamilton East,Hauraki-Waikato,Chedworth,East Ward,99132,Te Pae Here Kāhui Ako Te Raki Rāwhiti o Kirikiriroa,-37.754904,175.276101,2,336,52,183,51,20,29,1,0,0.09,Donations should not be requested unless for a school camp
1694,Bellevue School (Tauranga),07 576 5916,07 576 5917,admin@bellevue.school.nz,Scott Symes (Acting),http://www.bellevue.school.nz,20 Princess Road,Bellevue,Tauranga,20 Princess Road,Bellevue,Tauranga,3110,Main Urban Area,Contributing,Not Applicable,State,Co-Educational,Tauranga City,Bay of Plenty Region,Rotorua,Bay of Plenty/Waiariki,Tauranga,Waiariki,Bellevue,Otumoetai-Pyes Pa Ward,99036,Ōtūmoetai Community of Learning,-37.679307,176.125569,6,448,342,63,4,22,5,3,9,0.52,Donations should not be requested unless for a school camp
1695,Berkley Normal Middle School,07 856 6537,07 856 6588,office@berkley.school.nz,Nathan Leith,http://www.berkley.school.nz,26 Berkley Avenue,Hillcrest,Hamilton,26 Berkley Avenue,Silverdale,Hamilton,3216,Main Urban Area,Restricted Composite (Year 7-10),Restricted Composite (Year 7-9),State,Co-Educational,Hamilton City,Waikato Region,Hamilton,Waikato,Hamilton East,Hauraki-Waikato,Riverlea,East Ward,99057,Hillcrest Kāhui Ako,-37.802509,175.327495,8,735,464,95,14,108,28,7,19,0.12,Donations may be requested
1696,TKKM o Bernard Fergusson,07 824 8099,07 824 8341,office@bernardfergusson.school.nz,Paul Royal,http://www.bernardfergusson.school.nz,Duke Street,,Ngaruawahia,P O Box 80,,Ngaruawahia,3742,Main Urban Area,Full Primary,Kura Kaupapa Maori,State,Co-Educational,Waikato District,Waikato Region,Hamilton,Waikato,Waikato,Hauraki-Waikato,Kainui,Ngaruawahia Ward,99084,Te Kaahui Ako o Tainui,-37.662075,175.162063,2,170,0,170,0,0,0,0,0,0.39,Donations may be requested
1697,Bethlehem School,07 576 4726,07 576 2917,admin@bethlehemschool.ac.nz,Brian Field,http://www.bethlehemschool.ac.nz,66 Carmichael Road,Bethlehem,Tauranga,66 Carmichael Road,Bethlehem,Tauranga,3110,Main Urban Area,Contributing,Not Applicable,State,Co-Educational,Tauranga City,Bay of Plenty Region,Rotorua,Bay of Plenty/Waiariki,Tauranga,Waiariki,Bethlehem,Otumoetai-Pyes Pa Ward,99036,Ōtūmoetai Community of Learning,-37.690317,176.108605,8,557,320,155,15,48,6,3,10,0.53,Donations may be requested
1698,Broadlands School,07 333 8576,07 333 8577,office@broadlands.school.nz,Graeme Taylor,http://www.broadlands.school.nz,2986 Broadlands Road,,Reporoa,2986 Broadlands Road RD 1,,Reporoa,3081,Rural Area,Contributing,Not Applicable,State,Co-Educational,Rotorua District,Waikato Region,Rotorua,Bay of Plenty/Waiariki,Rotorua,Waiariki,Golden Springs,Area Outside Ward,99133,Reporoa Community of Learning,-38.511388,176.332746,8,109,71,31,0,3,4,0,0,1.22,Donations may be requested
1699,Brookfield School,07 576 9433,07 576 9433,office@brookfield.school.nz,Ngaere Durie,http://www.brookfield.school.nz/,20 Miller Road,Brookfield,Tauranga,P O Box 6024,Brookfield,Tauranga,3146,Main Urban Area,Contributing,Not Applicable,State,Co-Educational,Tauranga City,Bay of Plenty Region,Rotorua,Bay of Plenty/Waiariki,Tauranga,Waiariki,Brookfield,Otumoetai-Pyes Pa Ward,99036,Ōtūmoetai Community of Learning,-37.690697,176.132868,4,280,70,179,11,11,8,1,0,0.49,Donations should not be requested unless for a school camp
1700,Cambridge East School,07 827 7651,07 827 9978,office@cambridgeeast.school.nz,Hamish Fenemor,http://www.cambridgeeast.school.nz,Williams Street,,Cambridge,Williams Street,,Cambridge,3434,Main Urban Area,Contributing,Not Applicable,State,Co-Educational,Waipa District,Waikato Region,Hamilton,Waikato,Taupo,Hauraki-Waikato,Cambridge North,Cambridge Ward,99034,Te Puna o Kemureti Community of Learning,-37.884041,175.471247,10,470,323,68,13,47,18,1,0,0.33,Donations may be requested
1701,Cambridge Middle School,07 827 5135,07 823 1328,,Daryl Gibbs,http://www.cms.school.nz,Clare Street,,Cambridge,Clare Street,,Cambridge,3434,Main Urban Area,Restricted Composite (Year 7-10),Restricted Composite (Year 7-10),State,Co-Educational,Waipa District,Waikato Region,Hamilton,Waikato,Taupo,Hauraki-Waikato,Cambridge West,Cambridge Ward,99034,Te Puna o Kemureti Community of Learning,-37.887152,175.462246,9,696,552,73,13,23,26,3,6,0.31,Donations may be requested
1702,Cambridge School,07 827 5316,07 823 0471,admin@cambridgeprimary.co.nz,Michael Pettit,http://www.cambridgeprimary.co.nz,Wilson Street,,Cambridge,17 Wilson Street,,Cambridge,3434,Main Urban Area,Contributing,Not Applicable,State,Co-Educational,Waipa District,Waikato Region,Hamilton,Waikato,Taupo,Hauraki-Waikato,Cambridge Central,Cambridge Ward,99034,Te Puna o Kemureti Community of Learning,-37.895323,175.467818,9,434,317,57,2,34,17,3,4,0.32,Donations may be requested
1704,Cargill Open Plan School,07 886 7973,07 886 7975,office@cargill.school.nz,Rhonda-Maree Rayner,http://www.cargill.school.nz,Grampian Street,,Tokoroa,Grampian Street,,Tokoroa,3420,Secondary Urban Area,Contributing,Not Applicable,State,Co-Educational,South Waikato District,Waikato Region,Hamilton,Waikato,Taupo,Te Tai Hauauru,Aotea,Tokoroa Ward,,,-38.241502,175.866036,2,78,13,59,5,1,0,0,0,0.95,Donations should not be requested unless for a school camp
1705,Centennial Park School,07 878 7709,07 878 6837,admin@centennialpark.school.nz,Kevin Ikin,http://www.centennialpark.school.nz/,50 Te Kuiti Road,,Te Kuiti,50 Te Kuiti Road,,Te Kuiti,3910,Minor Urban Area,Full Primary,Not Applicable,State,Co-Educational,Waitomo District,Waikato Region,Hamilton,Waikato,Taranaki-King Country,Te Tai Hauauru,Te Kuiti,Te Kuiti Ward,99106,Waitomo Arotahi Kāhui Ako,-38.335862,175.174234,1,83,1,82,0,0,0,0,0,1.45,Donations should not be requested unless for a school camp
1706,Colville School,07 866 6815,07 866 6818,,Tui McMillan,http://www.colville.school.nz/,2391 Colville Road,,Colville,2391 Colville Road RD 4,,Coromandel,3584,Rural Area,Full Primary,Not Applicable,State,Co-Educational,Thames-Coromandel District,Waikato Region,Hamilton,Waikato,Coromandel,Hauraki-Waikato,Te Rerenga,Coromandel-Colville Ward,99155,Coromandel Community of Learning,-36.628195,175.472295,2,36,27,3,3,0,2,1,0,3.14,Donations should not be requested unless for a school camp
1707,Coroglen School,07 866 3850,07 866 3859,lisa@coroglen.school.nz,Jean Saunders,http://www.coroglen.school.nz,Rangihau Road,,Whitianga,Rangihau Road RD 1,,Whitianga,3591,Rural Area,Full Primary,Not Applicable,State,Co-Educational,Thames-Coromandel District,Waikato Region,Hamilton,Waikato,Coromandel,Hauraki-Waikato,Te Rerenga,Mercury Bay Ward,99155,Coromandel Community of Learning,-36.924365,175.698202,5,34,25,9,0,0,0,0,0,2.34,Donations should not be requested unless for a school camp
1708,David Henry School,07 886 5234,07 886 9034,office@davidhenry.school.nz,Naima Placid (Acting),https://sites.google.com/view/davidhenryschool/home,Thompson Street,,Tokoroa,Thompson Street,,Tokoroa,3420,Secondary Urban Area,Contributing,Not Applicable,State,Co-Educational,South Waikato District,Waikato Region,Hamilton,Waikato,Taupo,Te Tai Hauauru,Matarawa,Tokoroa Ward,,,-38.227329,175.854759,1,85,13,53,18,1,0,0,0,0.94,Donations should not be requested unless for a school camp
1709,David Street School,07 889 7780,07 889 7786,office@davidst.school.nz,Brian Harrop,http://www.davidst.school.nz,45 David Street,,Morrinsville,45 David Street,,Morrinsville,3300,Minor Urban Area,Contributing,Not Applicable,State,Co-Educational,Matamata-Piako District,Waikato Region,Hamilton,Waikato,Waikato,Hauraki-Waikato,Morrinsville East,Morrinsville Ward,99131,Morrinsville Kāhui Ako,-37.65008,175.52368,6,499,360,88,9,26,15,1,0,0.44,Donations should not be requested unless for a school camp
1710,Deanwell School,07 843 7069,07 843 8680,principal@deanwell.school.nz,Pamela Quirke,http://www.deanwell.school.nz/,Deanwell Avenue,Melville,Hamilton,Deanwell Avenue,Deanwell,Hamilton,3206,Main Urban Area,Contributing,Not Applicable,State,Co-Educational,Hamilton City,Waikato Region,Hamilton,Waikato,Hamilton West,Hauraki-Waikato,Melville,West Ward,99105,Te Kaahui Ako o Mangakootukutuku,-37.819873,175.275621,3,383,80,221,21,42,16,3,0,0.1,Donations should not be requested unless for a school camp
1711,Edgecumbe School,07 304 9633,07 304 9477,office@edgecumbe.school.nz,Kahu Walker,http://www.edgecumbe.school.nz,92 College Road,,Edgecumbe,College Road,,Edgecumbe,3120,Minor Urban Area,Full Primary,Not Applicable,State,Co-Educational,Whakatane District,Bay of Plenty Region,Rotorua,Bay of Plenty/Waiariki,East Coast,Waiariki,Edgecumbe,Rangitaiki Ward,99038,Pūtauaki ki Rangitaiki Kāhui Ako,-37.96939,176.82767,3,212,75,133,0,2,2,0,0,1.57,Donations should not be requested unless for a school camp
1713,Elstow-Waihou Combined School,07 884 5802,07 884 5803,admin@elstow-waihou.school.nz,Sandy Stirling,http://www.elstow-waihou.school.nz,Bowlers Road,,Te Aroha,Bowler Road RD 2,,Te Aroha,3392,Rural Area,Full Primary,Not Applicable,State,Co-Educational,Matamata-Piako District,Waikato Region,Hamilton,Waikato,Coromandel,Hauraki-Waikato,Springdale,Te Aroha Ward,99202,Te Aroha Kāhui Ako,-37.523472,175.63827,7,144,113,23,3,3,2,0,0,0.91,Donations should not be requested unless for a school camp
1715,Fairfield Intermediate,07 855 9718,07 855 8347,mail@fairfieldintermediate.school.nz,Angela Walters (Acting),http://www.fairfieldintermediate.school.nz,Clarkin Road,Fairfield,Hamilton,P O Box 12026,Chartwell Square,Hamilton,3248,Main Urban Area,Intermediate,Not Applicable,State,Co-Educational,Hamilton City,Waikato Region,Hamilton,Waikato,Hamilton East,Hauraki-Waikato,Porritt,East Ward,99132,Te Pae Here Kāhui Ako Te Raki Rāwhiti o Kirikiriroa,-37.76334,175.285144,5,534,200,230,35,48,11,0,10,0.08,Donations should not be requested unless for a school camp
1716,Fairfield Primary School,07 855 6284,07 854 8917,ffield@fairfieldprimary.school.nz,Anne Johnson,http://www.fairfieldprimary.school.nz,260 Clarkin Road,Fairfield,Hamilton,P O Box 12383,Chartwell Square,Hamilton,3248,Main Urban Area,Contributing,Not Applicable,State,Co-Educational,Hamilton City,Waikato Region,Hamilton,Waikato,Hamilton East,Hauraki-Waikato,Clarkin,East Ward,99132,Te Pae Here Kāhui Ako Te Raki Rāwhiti o Kirikiriroa,-37.764101,175.284079,1,373,23,260,73,10,7,0,0,0.07,Donations should not be requested unless for a school camp
1717,Fairhaven School,07 573 8243,07 573 8247,admin@fairhaven.school.nz,Paul Hunt,http://www.fairhaven.school.nz/,120 Boucher Avenue,,Te Puke,120 Boucher Avenue,,Te Puke,3119,Minor Urban Area,Contributing,Not Applicable,State,Co-Educational,Western Bay of Plenty District,Bay of Plenty Region,Rotorua,Bay of Plenty/Waiariki,Rotorua,Waiariki,Te Puke East,Maketu-Te Puke Ward,99086,Te Puke Community of Learning,-37.796345,176.32103,3,419,170,138,13,84,8,6,0,0.78,Donations should not be requested unless for a school camp
1718,TKKM o Te Ara Rima,07 855 6674,07 855 6674,,Anthony Walker,,33 Fifth Avenue,Enderley,Hamilton,P O Box 14133,Five Cross Roads,Hamilton,3252,Main Urban Area,Full Primary,Kura Kaupapa Maori,State,Co-Educational,Hamilton City,Waikato Region,Hamilton,Waikato,Hamilton East,Hauraki-Waikato,Enderley,East Ward,,,-37.771217,175.29569,2,200,0,199,1,0,0,0,0,0.06,Donations may be requested
1719,Firth School,07 888 7396,07 888 7391,office@firth.school.nz,Jeanette Malligan (Acting),http://www.firth.school.nz,45 Station Road,,Matamata,Station Road,,Matamata,3400,Minor Urban Area,Contributing,Not Applicable,State,Co-Educational,Matamata-Piako District,Waikato Region,Hamilton,Waikato,Waikato,Hauraki-Waikato,Matamata South,Matamata Ward,99104,Matamata Community of Learning,-37.817685,175.764422,3,208,95,98,6,4,4,1,0,0.77,Donations should not be requested unless for a school camp
1720,Forest Lake School,07 849 2256,07 849 2256,office@forestlake.school.nz,Christine Jessop,http://www.forestlake.school.nz,Storey Avenue,Forest Lake,Hamilton,P O Box 27043,Garnett Ave,Hamilton,3257,Main Urban Area,Contributing,Bilingual Year 7 and Year 8 School,State,Co-Educational,Hamilton City,Waikato Region,Hamilton,Waikato,Hamilton West,Hauraki-Waikato,Beerescourt,West Ward,99035,He Waka Eke Noa (NW Hamilton) Community of Learning,-37.770329,175.255939,4,372,62,249,18,28,11,4,0,0.08,Donations should not be requested unless for a school camp
1721,Frankton School,07 847 6726,07 847 7587,admin@franktonschool.ac.nz,Kirsten Ratana,http://www.franktonschool.ac.nz,Massey Street,Dinsdale,Hamilton,Massey Street,Frankton,Hamilton,3204,Main Urban Area,Contributing,Not Applicable,State,Co-Educational,Hamilton City,Waikato Region,Hamilton,Waikato,Hamilton West,Hauraki-Waikato,Swarbrick,West Ward,99035,He Waka Eke Noa (NW Hamilton) Community of Learning,-37.793245,175.249638,3,734,201,393,58,66,14,2,0,0.08,Donations should not be requested unless for a school camp
1722,Galatea School,07 366 4862,07 366 4506,office@galatea.school.nz,Kelly Bicknell,http://www.galateaschool.co.nz,32 Mangamate Road,Galatea,Murupara,Mangamate Road RD 1,,Murupara,3079,Rural Area,Full Primary,Not Applicable,State,Co-Educational,Whakatane District,Bay of Plenty Region,Rotorua,Bay of Plenty/Waiariki,East Coast,Waiariki,Matahina-Minginui,Galatea-Murupara Ward,99133,Reporoa Community of Learning,-38.410803,176.741363,5,95,56,38,1,0,0,0,0,1.93,Donations should not be requested unless for a school camp
1723,Glen Massey School,07 824 8423,07 824 8473,office@glenmassey.school.nz,Rodney Montford,http://www.glenmassey.school.nz,897 Waingaro Road,Glen Massey,Ngaruawahia,897 Waingaro Road RD 1,,Ngaruawahia,3793,Rural Area,Full Primary,Not Applicable,State,Co-Educational,Waikato District,Waikato Region,Hamilton,Waikato,Taranaki-King Country,Hauraki-Waikato,Waikato Western Hills,Ngaruawahia Ward,99156,Ngāruawāhia Community of Learning,-37.673199,175.075906,5,119,70,48,0,0,0,1,0,0.58,Donations should not be requested unless for a school camp
1724,Glenholme School,07 348 1489,07 348 6305,office@glenholme.school.nz,Sarah Thompson (Acting),http://www.glenholme.school.nz,149 Ranolf Street,Glenholme,Rotorua,149 Ranolf Street,Glenholme,Rotorua,3010,Main Urban Area,Contributing,Not Applicable,State,Co-Educational,Rotorua District,Bay of Plenty Region,Rotorua,Bay of Plenty/Waiariki,Rotorua,Waiariki,Glenholme West,Area Outside Ward,99019,Rotorua Central Community of Learning,-38.149349,176.24613,3,408,106,210,22,65,5,0,0,0.46,Donations should not be requested unless for a school camp
1725,Glenview School (Hamilton),07 843 5598,07 843 5578,principal@glenview.school.nz,Anthony Mangan,http://www.glenview.school.nz/,Bruce Avenue,Glenview,Hamilton,Bruce Avenue,Glenview,Hamilton,3206,Main Urban Area,Contributing,Not Applicable,State,Co-Educational,Hamilton City,Waikato Region,Hamilton,Waikato,Hamilton West,Hauraki-Waikato,Glenview,West Ward,99105,Te Kaahui Ako o Mangakootukutuku,-37.816343,175.290755,5,442,176,173,26,51,13,3,0,0.11,Donations should not be requested unless for a school camp
1726,Goldfields School (Paeroa),07 862 7172,,accounts@gfs.school.nz,Cameron McKenzie,http://www.gfs.school.nz,55 Norwood Road,,Paeroa,55 Norwood Road,,Paeroa,3600,Minor Urban Area,Special School,School for pupils with intellectual impairments,State,Co-Educational,Hauraki District,Waikato Region,Hamilton,Waikato,Coromandel,Hauraki-Waikato,Paeroa,Paeroa Ward,99070,Ohinemuri Community of Learning,-37.370566,175.674415,3,78,36,38,2,2,0,0,0,1.24,Donations should not be requested unless for a school camp
1727,Goodwood School,07 827 6817,07 827 6817,office@goodwood.school.nz,David Graham,http://www.goodwood.school.nz,517 Fencourt Road,,Cambridge,517 Fencourt Road RD 1,,Cambridge,3493,Main Urban Area,Contributing,Not Applicable,State,Co-Educational,Waipa District,Waikato Region,Hamilton,Waikato,Waikato,Hauraki-Waikato,Hautapu,Maungatautari Ward,99034,Te Puna o Kemureti Community of Learning,-37.842485,175.47202,10,356,300,13,2,22,17,2,0,0.37,Donations may be requested
1728,Gordonton School,07 824 3602,07 824 3605,admin@gordonton.school.nz,Keith O'Donnell,http://www.gordonton.school.nz,Woodlands Road,Gordonton,Hamilton,50 Woodlands Road RD 1,,Hamilton,3281,Main Urban Area,Full Primary,Not Applicable,State,Co-Educational,Waikato District,Waikato Region,Hamilton,Waikato,Waikato,Hauraki-Waikato,Gordonton,Hukanui-Waerenga Ward,,,-37.666542,175.307981,9,281,208,35,10,11,11,1,5,0.35,Donations may be requested
1729,Greenpark School (Tauranga),07 541 0606,07 541 0607,office@greenparkschool.co.nz,Gareth Scholes,http://www.greenparkschool.co.nz,13 Lumsden Street,Greerton,Tauranga,P O Box 3209,Greerton,Tauranga,3142,Main Urban Area,Contributing,Not Applicable,State,Co-Educational,Tauranga City,Bay of Plenty Region,Rotorua,Bay of Plenty/Waiariki,Tauranga,Waiariki,Greerton,Te Papa-Welcome Bay Ward,99085,Tauranga Peninsula Community of Learning,-37.732538,176.127532,5,833,396,185,26,170,26,6,24,0.51,Donations should not be requested unless for a school camp
1730,Greerton Village School,07 541 2350,07 541 0653,admin@greerton.school.nz,Anne Mackintosh,http://www.greerton.school.nz,151 Greerton Road,Greerton,Tauranga,P O Box 9141,Greerton,Tauranga,3142,Main Urban Area,Contributing,Not Applicable,State,Co-Educational,Tauranga City,Bay of Plenty Region,Rotorua,Bay of Plenty/Waiariki,Tauranga,Waiariki,Greerton,Te Papa-Welcome Bay Ward,99085,Tauranga Peninsula Community of Learning,-37.728171,176.13381,2,421,160,190,49,17,4,1,0,0.5,Donations should not be requested unless for a school camp
